place_id,name,description,is_spending_on_ads,reviews,website,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJNewy8chi-RIRZLOiCTIcO44,Station service Agil THALA,,False,8,,Station service Agil THALA (proprietaire),,https://lh5.googleusercontent.com/p/AF1QipOoVjpC7PqSIS6dPtSpiNVB8lA_E5P5CUqKElDf=w408-h306-k-no,Station-service,Station-service,4.4,,,77 480 453,"HMH9+7MW Station service Agil THALA, P17, Thala",,https://www.google.com/maps/place/Station+service+Agil+THALA/data=!4m7!3m6!1s0x12f962c8f132ec35:0x8e3b1c3209a2b364!8m2!3d35.5782254!4d8.6692187!16s%2Fg%2F11b6_gf2b9!19sChIJNewy8chi-RIRZLOiCTIcO44?authuser=0&hl=fr&rclk=1
ChIJ46o1nc9i-RIR_as7RfnKhOA,TOTAL Thala (1 station),,False,4,,TOTAL Thala (1 station) (proprietaire),,https://lh5.googleusercontent.com/p/AF1QipNJaywilMGVqhwxwxM7t78bLTHmeOkzhqCGnNox=w408-h306-k-no,Station-service,Station-service,5,,,,"HMFC+54Q TOTAL Thala (1 station), P17, Thala 1210",,https://www.google.com/maps/place/TOTAL+Thala+%281+station%29/data=!4m7!3m6!1s0x12f962cf9d35aae3:0xe084caf9453babfd!8m2!3d35.5729648!4d8.6703613!16s%2Fg%2F11csp9mrkf!19sChIJ46o1nc9i-RIR_as7RfnKhOA?authuser=0&hl=fr&rclk=1
